hhid,today,coffee_farm_manager,survey_agreed,woredaname,kebele_def,farm_owner,coop_f,coop_m,edu_wh,edu_hw,gpslatitude_deidentified,gpslongitude_deidentified,farm_area_total,coffeefarm_area_total,num_coffee_fields,ao_ls_7,washed_arabica_production,trainings3,income_from_coffee_mod,coffeetrees
5740828,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 2 years vocational - Grade 10+2,5.6463934,38.286969,1,1,2,2,600,1,50%,2500
5740829,01-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6467205,38.280823,1,1,2,0,30,1,50%,2500
5740836,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6470872,38.284245,2,2,1,2,200,1,50%,5000
5740839,01-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.6477462,38.27987,1.198,1.198,3,3,300,1,50%,2995
5740902,31-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6219574,38.302441,1,1,1,0,100,1,50%,2500
5740904,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.62356,38.304799,1,1,2,6,300,1,50%,2500
5740907,17-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6237264,38.303807,0.5,0.5,2,4,1000,1,50%,1250
5740908,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6243649,38.302361,1,1,1,0,30,1,50%,2500
5740909,31-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6252056,38.30663,1,1,1,2,100,1,50%,2500
5740911,07-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6243764,38.305352,1.5,1.5,1,2,1800,1,50%,3750
5740912,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6242424,38.307133,0.49900001,0.49900001,2,2,500,1,50%,1247.5
5740913,31-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.6222072,38.30428,0.5,0.5,1,0,200,1,50%,1250
5740916,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6251035,38.302563,1,1,3,4,50,1,50%,2500
5740917,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Elementary - Grade 1-6,5.6240521,38.30692,1,1,1,5,500,1,50%,2500
5740919,07-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.6246544,38.305295,1,1,2,0,1000,1,50%,2500
5740920,13-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.623931,38.305684,1.5,1.5,3,0,500,1,50%,3750
5740924,04-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6246005,38.305523,0.36500001,0.36500001,1,2,500,1,50%,912.5
5740925,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6261078,38.304864,0.741,0.741,3,1,500,1,50%,1852.5
5740926,17-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6249886,38.305245,1,1,5,5,500,1,50%,2500
5740929,10-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6237255,38.304123,4.5,4,2,0,500,1,50%,10000
5740934,07-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6234346,38.305218,0.5,0.5,1,2,120,1,50%,1250
5740935,13-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.623757,38.306882,0.5,0.5,1,2,50,1,50%,1250
5740937,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6233412,38.305298,0.5,0.5,1,2,150,1,50%,1250
5740944,06-Apr-20,Joint with other family members,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,,No,,Elementary - Grade 1-6,5.6311889,38.307705,4.5,4,3,6,500,1,50%,10000
5741001,03-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6485487,38.270825,2,2,4,4,,1,50%,5000
5741004,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6460777,38.278817,0.5,0.5,1,0,500,1,50%,1250
5741006,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.6487318,38.278,1.5,1.5,2,2,2000,1,50%,3750
5741007,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6467806,38.276684,0.5,0.5,1,1,50,1,50%,1250
5741008,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6486865,38.274716,4.5,4,1,2,,1,50%,10000
5741010,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6478701,38.278554,1,1,2,1,500,1,50%,2500
5741011,03-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.6487537,38.279694,0.5,0.5,1,0,200,1,50%,1250
5741012,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6470872,38.27475,1,1,3,2,1000,1,50%,2500
5741014,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6499167,38.267193,0.5,0.5,1,0,50,1,50%,1250
5741015,07-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6480704,38.26595,3,3,3,3,1000,1,50%,7500
5741016,07-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6500197,38.270398,1.5,1.5,5,3,500,1,50%,3750
5741017,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6467653,38.273804,1,1,4,0,5000,1,50%,2500
5741018,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.6473647,38.274266,0.5,0.5,2,0,4000,1,50%,1250
5741019,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6510239,38.271813,1,1,2,2,700,1,50%,2500
5741020,03-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6479049,38.271256,2,2,3,3,,1,50%,5000
5741025,11-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6509004,38.274289,1,1,2,0,,1,50%,2500
5741029,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6493021,38.279294,1,1,2,0,300,1,50%,2500
5741031,07-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6502887,38.267232,0.25,0.25,2,0,50,1,50%,625
5741037,03-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6528388,38.2734,0.5,0.5,1,0,160,1,50%,1250
5741040,11-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6503945,38.272576,1,1,2,1,,1,50%,2500
5750101,28-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6206876,38.299199,3,2,2,3,700,1,>50%,5000
5750102,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6196299,38.298371,2,1,2,0,,1,>25% and <50%,2500
5750103,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Junior Secondary - Grade 7-8,5.6216679,38.298943,1,0.75,1,4,500,1,>50%,1875
5750104,28-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,Yes,Yes,No Education,Elementary - Grade 1-6,5.6207848,38.298573,1,0.75,1,0,155,1,>25% and <50%,1875
5750105,28-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.6209989,38.29757,2,1,1,4,1000,1,>50%,2500
5750106,13-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6220461,38.298794,1,0.5,1,1,500,1,25%,1250
5750107,03-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Junior Secondary - Grade 7-8,5.6210109,38.298596,0.75,0.5,1,2,500,1,50%,1250
5750110,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.6220437,38.295312,0.5,0.25,1,0,100,1,>50%,625
5750111,28-Feb-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6222764,38.294709,1.3200001,1,2,3,200,1,>25% and <50%,2500
5750113,28-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.6229163,38.295476,0.75,0.5,1,0,150,1,25%,1250
5750114,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6235233,38.295342,0.5,0.25,1,2,150,1,>25% and <50%,625
5750117,06-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6234742,38.295441,1,0.5,1,0,200,1,25%,1250
5750118,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6225258,38.296902,0.5,0.25,1,1,250,1,50%,625
5750119,05-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.62175,38.296502,2,1,1,3,100,1,<25%,2500
5750122,28-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.622592,38.294167,1.3,1,1,2,170,1,50%,2500
5750127,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6220742,38.295762,0.75,0.5,1,1,600,1,>50%,1250
5750128,03-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,No Education,5.6205159,38.297917,1,0.75,1,1,50,1,25%,1875
5750129,27-Feb-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.622253,38.296551,0.75,0.5,1,0,1000,1,100%,1250
5750132,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6223946,38.295102,0.5,0.25,1,2,70,1,50%,625
5750135,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.6222964,38.301411,0.5,0.25,1,2,200,1,>25% and <50%,625
5750201,02-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.6199356,38.300244,2,1,2,3,800,1,>50%,2500
5750202,02-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6207567,38.300988,1.75,1,1,0,,1,>50%,2500
5750203,20-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6169043,38.301762,0.5,0.25,1,2,200,1,50%,625
5750205,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6193038,38.298573,1,0.75,1,2,1000,1,50%,1875
5750206,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6195479,38.302994,2,1.5,2,4,300,1,>50%,3750
5750207,05-Mar-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,Basic informal education,Elementary - Grade 1-6,5.6199079,38.299805,1,0.5,1,2,100,1,<25%,1250
5750208,25-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6172162,38.300957,0.5,0.25,2,0,100,1,25%,625
5750209,03-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.6213399,38.301701,1.75,1,1,2,500,1,50%,2500
5750210,11-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6157122,38.300599,0.5,0.25,1,1,150,1,>25% and <50%,625
5750211,13-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6179667,38.302384,1,0.75,1,3,80,1,>25% and <50%,1875
5750214,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6217361,38.30161,1,0.5,1,10,300,1,50%,1250
5750215,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6176544,38.299939,1,0.5,1,3,80,1,>25% and <50%,1250
5750216,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6172229,38.300709,0.5,0.25,1,1,50,1,<25%,625
5750218,13-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6168161,38.301503,1,0.5,1,0,,1,25%,1250
5750219,25-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6156374,38.30087,0.5,0.25,1,0,50,1,25%,625
5750220,19-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.615028,38.302304,0.5,0.25,1,0,300,1,>25% and <50%,625
5750223,02-Mar-20,Woman (wife),Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.6207495,38.300011,0.5,0.25,1,0,80,1,>25% and <50%,625
5750229,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6181656,38.303063,0.5,0.25,1,0,50,1,25%,625
5750230,11-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6147357,38.301667,0.5,0.25,1,1,250,1,>25% and <50%,625
5750233,05-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Jointly with other family members,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.6205831,38.303483,0.40000001,0.2,1,1,200,1,50%,500
5750241,02-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,High School - Grade 9-10,National exam + 3 years vocational - Grade 10+3,5.6202756,38.299389,0.5,0.25,1,2,155,0,>25% and <50%,625
5750301,30-Mar-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6197024,38.303994,2,1,2,4,1000,1,50%,2500
5750303,23-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6222072,38.306904,0.5,0.25,1,3,155,1,50%,625
5750304,07-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6222621,38.310284,0.5,0.25,1,0,100,1,25%,625
5750307,23-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Basic informal education,5.6245619,38.307583,3,1.5,2,10,110,1,50%,3750
5750309,25-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,,,1,0.5,1,1,150,1,50%,1250
5750310,25-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6218801,38.30505,2,1,3,8,600,1,50%,2500
5750311,23-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6216131,38.305317,2,1,3,10,600,1,50%,2500
5750315,08-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6202365,38.304448,1,0.5,1,2,520,1,50%,1250
5750318,23-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6219426,38.306305,0.5,0.25,1,4,110,1,50%,625
5750319,30-Mar-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Man (husband),,No,,National exam + 1 year vocational - Grade 10+1,5.6201788,38.304104,0.5,0.25,1,0,100,1,25%,625
5750321,10-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6213341,38.300793,1,0.5,2,2,500,0,50%,1250
5750322,25-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6218777,38.309971,1,0.5,1,0,570,1,50%,1250
5750323,25-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6231108,38.307202,3,1.5,5,10,380,1,50%,3750
5750324,26-May-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6209422,38.299603,2,1,2,10,650,1,>50%,2500
5750325,25-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,No Education,Elementary - Grade 1-6,5.6213823,38.308587,1,0.5,2,1,1500,1,50%,1250
5750330,01-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6231952,38.310082,2,1.5,1,6,300,1,50%,3750
5750331,23-Apr-20,Man (husband),Yes,Bulehora,Dibisa Ogo,Man (husband),,No,,Junior Secondary - Grade 7-8,5.6201082,38.308762,0.5,0.25,1,2,300,1,50%,625
5750339,07-May-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6226226,38.311169,1,0.5,1,0,250,1,50%,1250
5750341,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Diploma - Grade 10+4,5.6220475,38.307835,2,1,2,0,2340,1,50%,2500
5750401,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6222144,38.308537,3,2,2,5,1000,1,50%,5000
5750402,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Elementary - Grade 1-6,5.6207124,38.311223,4,2,1,10,2000,1,>50%,5000
5750403,16-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6229797,38.297871,2,1,2,4,550,1,50%,2500
5750405,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Basic informal education,5.623745,38.29834,2,1,1,4,1000,1,50%,2500
5750408,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Man (husband),Yes,Yes,No Education,Elementary - Grade 1-6,5.6247302,38.309041,1,0.5,1,8,1000,1,50%,1250
5750409,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6210562,38.309193,1,0.69999999,1,0,670,1,25%,1750
5750411,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.6251846,38.309483,1,0.5,1,4,500,1,50%,1250
5750412,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,No Education,5.624477,38.309987,0.5,0.25,1,5,,1,25%,625
5750414,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.6224452,38.308983,0.5,0.25,1,0,200,1,>25% and <50%,625
5750415,23-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.62176,38.308705,1,0.5,1,1,,1,50%,1250
5750419,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6209036,38.309182,0.5,0.25,1,1,,1,>25% and <50%,625
5750422,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6251956,38.309159,0.5,0.25,1,0,150,1,25%,625
5750424,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6248379,38.310292,0.25,0.12,1,0,50,1,<25%,300
5750425,06-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6254764,38.308995,0.25,0.12,1,0,20,1,25%,300
5750433,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.6230303,38.309064,0.5,0.25,1,2,200,1,>25% and <50%,625
5750437,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.620585,38.309662,0.5,0.25,2,0,120,1,25%,625
5750501,13-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6565252,38.294182,2,1,1,8,600,1,>50%,2500
5750502,04-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6528569,38.292218,4.5,3,5,5,1000,1,>50%,7500
5750503,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6525379,38.287392,2,1,4,2,430,1,50%,2500
5750504,10-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6554867,38.292534,0.5,0.25,1,2,180,1,50%,625
5750506,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.657673,38.293744,0.25,0.13,2,1,80,1,>25% and <50%,325
5750507,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.6279374,38.300969,2,1,2,4,300,1,>50%,2500
5750508,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,No Education,5.6274434,38.299843,0.5,0.25,1,0,,1,>25% and <50%,625
5750509,09-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6521087,38.293549,2,1,3,2,1000,1,50%,2500
5750510,02-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.6533666,38.292451,1,0.5,2,0,,1,>50%,1250
5750511,04-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.6541515,38.293336,2,1,3,2,520,1,50%,2500
5750514,04-Jul-20,Both husband and wife equally,Yes,Bulehora,Dibisa Ogo,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.6543484,38.292252,1,0.5,1,0,150,1,>25% and <50%,1250
